map_name	map_start	map_stop	feature_name	feature_start	feature_stop	feature_type	
ctg133	1.00	314.00	R2147	37.50		Marker	
ctg133	1.00	314.00	Y4073L	40.00		Marker	
ctg133	1.00	314.00	RZ144	87.00		Marker	
ctg133	1.00	314.00	E11025	87.00		Marker	
ctg133	1.00	314.00	S1553	59.00		Marker	
ctg133	1.00	314.00	G200	32.00		Marker	
ctg133	1.00	314.00	E81	40.00		Marker	
ctg133	1.00	314.00	Y2587L	40.50		Marker	
ctg133	1.00	314.00	AP004785	128.00	150.00	Clone	
ctg133	1.00	314.00	AP004725	219.00	261.00	Clone	
ctg133	1.00	314.00	AP004651	274.00	306.00	Clone	
ctg133	1.00	314.00	AP004027	247.00	273.00	Clone	
ctg133	1.00	314.00	AP003569	43.00	75.00	Clone	
ctg133	1.00	314.00	AP003513	25.00	55.00	Clone	
ctg133	1.00	314.00	AP003509	67.00	107.00	Clone	
ctg134	1.00	165.00	C326	84.50		Marker	
ctg134	1.00	165.00	R2171	68.00		Marker	
ctg134	1.00	165.00	P124	32.50		Marker	
ctg134	1.00	165.00	AP003490	49.00	87.00	Clone	
ctg135	-1.00	437.00	S2539	176.00		Marker	
ctg135	-1.00	437.00	R3014	80.00		Marker	
ctg135	-1.00	437.00	C235	176.00		Marker	
ctg135	-1.00	437.00	P125	202.00		Marker	
ctg135	-1.00	437.00	R1679	121.50		Marker	
ctg135	-1.00	437.00	AP004791	311.00	347.00	Clone	
ctg135	-1.00	437.00	AP004740	-1.00	31.00	Clone	
ctg135	-1.00	437.00	AP004633	242.00	276.00	Clone	
ctg135	-1.00	437.00	AP004630	26.00	50.00	Clone	
ctg135	-1.00	437.00	AP004321	103.00	129.00	Clone	
ctg135	-1.00	437.00	AP003575	88.00	120.00	Clone	
ctg135	-1.00	437.00	AP003540	218.00	260.00	Clone	
ctg135	-1.00	437.00	AP003538	185.00	219.00	Clone	
ctg135	-1.00	437.00	AP003044	159.00	193.00	Clone	
ctg136	2.00	205.00	R1960	24.50		Marker	
ctg136	2.00	205.00	P128	118.00		Marker	
ctg136	2.00	205.00	R2777	160.00		Marker	
ctg136	2.00	205.00	C10846S	118.00		Marker	
ctg136	2.00	205.00	C991	89.00		Marker	
ctg136	2.00	205.00	AP004735	27.00	57.00	Clone	
ctg136	2.00	205.00	AP004734	40.00	64.00	Clone	
ctg136	2.00	205.00	AP003545	136.00	184.00	Clone	
ctg136	2.00	205.00	AP003528	98.00	138.00	Clone	
ctg136	2.00	205.00	AP003520	71.00	107.00	Clone	
ctg136	2.00	205.00	AP003512	7.00	43.00	Clone	
ctg137	2.00	298.00	C62815S	136.00		Marker	
ctg137	2.00	298.00	C1478	262.50		Marker	
ctg137	2.00	298.00	R538	277.50		Marker	
ctg137	2.00	298.00	C53639S	163.00		Marker	
ctg137	2.00	298.00	R2906S	138.00		Marker	
ctg137	2.00	298.00	C574	55.00		Marker	
ctg137	2.00	298.00	E10235S	138.50		Marker	
ctg137	2.00	298.00	C58	55.00		Marker	
ctg137	2.00	298.00	AP004784	105.00	133.00	Clone	
ctg137	2.00	298.00	AP004757	205.00	239.00	Clone	
ctg137	2.00	298.00	AP004750	229.00	259.00	Clone	
ctg137	2.00	298.00	AP004325	153.00	173.00	Clone	
ctg137	2.00	298.00	AP003952	65.00	91.00	Clone	
ctg137	2.00	298.00	AP003763	126.00	146.00	Clone	
ctg137	2.00	298.00	AP003619	138.00	152.00	Clone	
ctg137	2.00	298.00	AP003572	35.00	75.00	Clone	
ctg137	2.00	298.00	AP003542	11.00	47.00	Clone	
ctg137	2.00	298.00	AP003511	257.00	287.00	Clone	
ctg137	2.00	298.00	AP003506	48.00	80.00	Clone	
ctg138	1.00	201.00	G294	174.00		Marker	
ctg138	1.00	201.00	R2723	122.00		Marker	
ctg138	1.00	201.00	S12926	187.00		Marker	
ctg138	1.00	201.00	R111	75.00		Marker	
ctg138	1.00	201.00	R1976S	122.00		Marker	
ctg138	1.00	201.00	S5627	187.00		Marker	
ctg138	1.00	201.00	AP004742	32.00	64.00	Clone	
ctg138	1.00	201.00	AP004728	100.00	132.00	Clone	
ctg138	1.00	201.00	AP004460	107.00	137.00	Clone	
ctg138	1.00	201.00	AP004012	64.00	82.00	Clone	
ctg138	1.00	201.00	AP003577	121.00	167.00	Clone	
ctg138	1.00	201.00	AP003529	180.00	194.00	Clone	
ctg138	1.00	201.00	AP003521	149.00	175.00	Clone	
ctg138	1.00	201.00	AP003518	61.00	89.00	Clone	
ctg139	1.00	548.00	R10957	29.00		Marker	
ctg139	1.00	548.00	R2140S	286.00		Marker	
ctg139	1.00	548.00	R3902	29.00		Marker	
ctg139	1.00	548.00	R32	519.50		Marker	
ctg139	1.00	548.00	R3188	307.50		Marker	
ctg139	1.00	548.00	R688	14.50		Marker	
ctg139	1.00	548.00	AP004795	501.00	535.00	Clone	
ctg139	1.00	548.00	AP004794	421.00	453.00	Clone	
ctg139	1.00	548.00	AP004749	384.00	410.00	Clone	
ctg139	1.00	548.00	AP004745	340.00	374.00	Clone	
ctg139	1.00	548.00	AP004743	12.00	42.00	Clone	
ctg139	1.00	548.00	AP004730	287.00	319.00	Clone	
ctg139	1.00	548.00	AP004328	306.00	334.00	Clone	
ctg139	1.00	548.00	AP003959	157.00	171.00	Clone	
ctg139	1.00	548.00	AP003958	16.00	42.00	Clone	
ctg139	1.00	548.00	AP003684	276.00	296.00	Clone	
ctg139	1.00	548.00	AP003618	28.00	68.00	Clone	
ctg14	3.00	40.00	G270	14.00		Marker	
ctg14	3.00	40.00	S13994	19.50		Marker	
ctg14	3.00	40.00	Y2820R	23.00		Marker	
ctg14	3.00	40.00	AP003546	12.00	34.00	Clone	
ctg14	3.00	40.00	AP002908	3.00	25.00	Clone	
ctg140	6.00	177.00	P127	97.00		Marker	
ctg140	6.00	177.00	AP004726	135.00	163.00	Clone	
ctg140	6.00	177.00	AP004007	39.00	61.00	Clone	
ctg140	6.00	177.00	AP003942	82.00	112.00	Clone	
ctg140	6.00	177.00	AP003524	65.00	97.00	Clone	
ctg140	6.00	177.00	AP003522	119.00	157.00	Clone	
ctg141	1.00	505.00	G2028	254.00		Marker	
ctg141	1.00	505.00	E40372S	29.00		Marker	
ctg141	1.00	505.00	C214	239.00		Marker	
ctg141	1.00	505.00	S793	91.00		Marker	
ctg141	1.00	505.00	L1047	115.00		Marker	
ctg141	1.00	505.00	C60213	72.00		Marker	
ctg141	1.00	505.00	R2015	76.50		Marker	
ctg141	1.00	505.00	L363	100.50		Marker	
ctg141	1.00	505.00	L246	106.00		Marker	
ctg141	1.00	505.00	G122	461.00		Marker	
ctg141	1.00	505.00	L414	91.00		Marker	
ctg141	1.00	505.00	R437	149.00		Marker	
ctg141	1.00	505.00	E11749	227.50		Marker	
ctg141	1.00	505.00	C326	76.50		Marker	
ctg141	1.00	505.00	C137	149.50		Marker	
ctg141	1.00	505.00	R1519	453.50		Marker	
ctg141	1.00	505.00	L131	461.00		Marker	
ctg141	1.00	505.00	AP004739	162.00	194.00	Clone	
ctg141	1.00	505.00	AP004731	47.00	75.00	Clone	
ctg141	1.00	505.00	AP004729	357.00	401.00	Clone	
ctg141	1.00	505.00	AP003937	136.00	162.00	Clone	
ctg141	1.00	505.00	AP003762	208.00	238.00	Clone	
ctg141	1.00	505.00	AP003724	479.00	505.00	Clone	
ctg141	1.00	505.00	AP003714	234.00	274.00	Clone	
ctg141	1.00	505.00	AP003713	194.00	222.00	Clone	
ctg141	1.00	505.00	AP003686	73.00	109.00	Clone	
ctg141	1.00	505.00	AP003682	97.00	133.00	Clone	
ctg141	1.00	505.00	AP003630	445.00	477.00	Clone	
ctg141	1.00	505.00	AP003613	129.00	165.00	Clone	
ctg141	1.00	505.00	AP003608	17.00	41.00	Clone	
ctg141	1.00	505.00	AP003544	60.00	84.00	Clone	
ctg141	1.00	505.00	AC087597	335.00	369.00	Clone	
ctg142	3.00	843.00	R959	674.00		Marker	
ctg142	3.00	843.00	S1994	692.00		Marker	
ctg142	3.00	843.00	R1888	476.00		Marker	
ctg142	3.00	843.00	RZ140	692.00		Marker	
ctg142	3.00	843.00	R2955	36.00		Marker	
ctg142	3.00	843.00	S12715	174.00		Marker	
ctg142	3.00	843.00	R674	79.50		Marker	
ctg142	3.00	843.00	RM528	715.00		Marker	
ctg142	3.00	843.00	C554	660.50		Marker	
ctg142	3.00	843.00	RZ682	751.50		Marker	
ctg142	3.00	843.00	G12	649.00		Marker	
ctg142	3.00	843.00	G1369	47.00		Marker	
ctg142	3.00	843.00	R2242S	260.00		Marker	
ctg142	3.00	843.00	L263	580.00		Marker	
ctg142	3.00	843.00	R2549	405.50		Marker	
ctg142	3.00	843.00	C12560S	110.00		Marker	
ctg142	3.00	843.00	R276	768.00		Marker	
ctg142	3.00	843.00	R1559	320.50		Marker	
ctg142	3.00	843.00	S4002S	295.50		Marker	
ctg142	3.00	843.00	S1437	219.50		Marker	
ctg142	3.00	843.00	C12361S	548.00		Marker	
ctg142	3.00	843.00	C137	256.00		Marker	
ctg142	3.00	843.00	S10324	210.00		Marker	
ctg142	3.00	843.00	AP004803	812.00	834.00	Clone	
ctg142	3.00	843.00	AP004792	514.00	546.00	Clone	
ctg142	3.00	843.00	AP004781	342.00	370.00	Clone	
ctg142	3.00	843.00	AP004737	449.00	477.00	Clone	
ctg142	3.00	843.00	AP004733	477.00	501.00	Clone	
ctg142	3.00	843.00	AP004615	353.00	381.00	Clone	
ctg142	3.00	843.00	AP004571	71.00	99.00	Clone	
ctg142	3.00	843.00	AP004327	67.00	93.00	Clone	
ctg142	3.00	843.00	AP004323	13.00	27.00	Clone	
ctg142	3.00	843.00	AP004279	244.00	278.00	Clone	
ctg142	3.00	843.00	AP004236	94.00	126.00	Clone	
ctg142	3.00	843.00	AP004008	677.00	707.00	Clone	
ctg142	3.00	843.00	AP003986	103.00	123.00	Clone	
ctg142	3.00	843.00	AP003961	535.00	561.00	Clone	
ctg142	3.00	843.00	AP003944	267.00	297.00	Clone	
ctg142	3.00	843.00	AP003941	61.00	83.00	Clone	
ctg142	3.00	843.00	AP003938	417.00	439.00	Clone	
ctg142	3.00	843.00	AP003712	775.00	813.00	Clone	
ctg142	3.00	843.00	AP003711	322.00	354.00	Clone	
ctg142	3.00	843.00	AP003629	193.00	227.00	Clone	
ctg142	3.00	843.00	AP003626	292.00	322.00	Clone	
ctg142	3.00	843.00	AP003625	12.00	38.00	Clone	
ctg142	3.00	843.00	AP003623	131.00	157.00	Clone	
ctg142	3.00	843.00	AP003622	33.00	61.00	Clone	
ctg142	3.00	843.00	AP003617	56.00	86.00	Clone	
ctg142	3.00	843.00	AP003616	271.00	301.00	Clone	
ctg142	3.00	843.00	AP003615	156.00	192.00	Clone	
ctg142	3.00	843.00	AP003612	148.00	178.00	Clone	
ctg142	3.00	843.00	AP003609	384.00	406.00	Clone	
ctg142	3.00	843.00	AP003579	760.00	804.00	Clone	
ctg142	3.00	843.00	AP003573	563.00	597.00	Clone	
ctg142	3.00	843.00	AP003571	583.00	617.00	Clone	
ctg142	3.00	843.00	AP003568	656.00	692.00	Clone	
ctg142	3.00	843.00	AP003565	747.00	783.00	Clone	
ctg142	3.00	843.00	AP003539	407.00	437.00	Clone	
ctg142	3.00	843.00	AP003523	631.00	667.00	Clone	
ctg142	3.00	843.00	AP003517	699.00	731.00	Clone	
ctg143	2.00	231.00	C1424	157.00		Marker	
ctg143	2.00	231.00	RG653	210.00		Marker	
ctg143	2.00	231.00	C962	122.00		Marker	
ctg143	2.00	231.00	RZ242	210.00		Marker	
ctg143	2.00	231.00	C11635S	29.00		Marker	
ctg143	2.00	231.00	R2071	167.00		Marker	
ctg143	2.00	231.00	RM340	116.00		Marker	
ctg143	2.00	231.00	C2851	210.00		Marker	
ctg143	2.00	231.00	L124	167.00		Marker	
ctg143	2.00	231.00	AP004797	71.00	107.00	Clone	
ctg143	2.00	231.00	AP004277	103.00	141.00	Clone	
ctg143	2.00	231.00	AP003935	148.00	186.00	Clone	
ctg143	2.00	231.00	AP003770	194.00	226.00	Clone	
ctg143	2.00	231.00	AP003766	93.00	139.00	Clone	
ctg143	2.00	231.00	AP003728	5.00	53.00	Clone	
ctg143	2.00	231.00	AP003723	52.00	84.00	Clone	
ctg144	1.00	150.00	RG653	25.00		Marker	
ctg144	1.00	150.00	R2091	56.00		Marker	
ctg144	1.00	150.00	RZ405	128.00		Marker	
ctg144	1.00	150.00	RM439	128.00		Marker	
ctg144	1.00	150.00	S14023	43.00		Marker	
ctg144	1.00	150.00	C61277S	92.50		Marker	
ctg144	1.00	150.00	RZ828	102.00		Marker	
ctg144	1.00	150.00	AP004278	90.00	114.00	Clone	
ctg144	1.00	150.00	AP003771	7.00	43.00	Clone	
ctg144	1.00	150.00	AP003726	114.00	142.00	Clone	
ctg145	1.00	111.00	R1782	54.50		Marker	
ctg145	1.00	111.00	C730	81.50		Marker	
ctg145	1.00	111.00	R1479	89.00		Marker	
ctg145	1.00	111.00	E21149	87.00		Marker	
ctg145	1.00	111.00	R1028	67.00		Marker	
ctg145	1.00	111.00	RM461	67.00		Marker	
ctg145	1.00	111.00	AP004329	73.00	101.00	Clone	
ctg145	1.00	111.00	AP003761	12.00	38.00	Clone	
ctg145	1.00	111.00	AP003634	50.00	84.00	Clone	
ctg145	1.00	111.00	AP003621	21.00	53.00	Clone	
ctg146	5.00	241.00	RM103	154.00		Marker	
ctg146	5.00	241.00	R1167	175.00		Marker	
ctg146	5.00	241.00	C607	179.00		Marker	
ctg146	5.00	241.00	E12186S	84.00		Marker	
ctg146	5.00	241.00	S11239	205.50		Marker	
ctg146	5.00	241.00	RZ884	84.00		Marker	
ctg146	5.00	241.00	RM412	58.00		Marker	
ctg146	5.00	241.00	E10139S	175.00		Marker	
ctg146	5.00	241.00	G342	154.00		Marker	
ctg146	5.00	241.00	RZ688	175.00		Marker	
ctg146	5.00	241.00	RZ508	175.00		Marker	
ctg146	5.00	241.00	R2614	37.50		Marker	
ctg146	5.00	241.00	R1608	84.00		Marker	
ctg146	5.00	241.00	AP004004	166.00	184.00	Clone	
ctg146	5.00	241.00	AP003769	66.00	102.00	Clone	
ctg146	5.00	241.00	AP003685	141.00	167.00	Clone	
ctg146	5.00	241.00	AP003624	139.00	161.00	Clone	
ctg146	5.00	241.00	AP003614	38.00	78.00	Clone	
ctg146	5.00	241.00	AC091774	63.00	97.00	Clone	
ctg147	1.00	44.00	AP004673	3.00	31.00	Clone	
ctg147	1.00	44.00	S14082S	22.50		Marker	
ctg147	1.00	44.00	R1744	22.50		Marker	
ctg148	-2.00	182.00	C261	60.50		Marker	
ctg148	-2.00	182.00	C10610S	18.00		Marker	
ctg148	-2.00	182.00	E3124S	144.00		Marker	
ctg148	-2.00	182.00	S14164	13.50		Marker	
ctg148	-2.00	182.00	C12561S	30.00		Marker	
ctg148	-2.00	182.00	C615	156.50		Marker	
ctg148	-2.00	182.00	RM294	11.50		Marker	
ctg148	-2.00	182.00	E2609S	11.50		Marker	
ctg148	-2.00	182.00	AP004342	-2.00	22.00	Clone	
ctg148	-2.00	182.00	AP004262	124.00	164.00	Clone	
ctg148	-2.00	182.00	AP003874	43.00	65.00	Clone	
ctg148	-2.00	182.00	AP003844	150.00	166.00	Clone	
ctg148	-2.00	182.00	AP003810	86.00	122.00	Clone	
ctg148	-2.00	182.00	AP003759	9.00	27.00	Clone	
ctg148	-2.00	182.00	AP003746	20.00	40.00	Clone	
ctg15	1.00	402.00	S13559	277.00		Marker	
ctg15	1.00	402.00	RM9	127.00		Marker	
ctg15	1.00	402.00	R3072	109.00		Marker	
ctg15	1.00	402.00	L588	238.00		Marker	
ctg15	1.00	402.00	C1478	213.00		Marker	
ctg15	1.00	402.00	Y2820L	29.00		Marker	
ctg15	1.00	402.00	RM5	277.00		Marker	
ctg15	1.00	402.00	R2635	300.00		Marker	
ctg15	1.00	402.00	S20984S	178.00		Marker	
ctg15	1.00	402.00	S1945	29.00		Marker	
ctg15	1.00	402.00	AP003504	160.00	196.00	Clone	
ctg15	1.00	402.00	AP003492	15.00	43.00	Clone	
ctg15	1.00	402.00	AP003341	8.00	30.00	Clone	
ctg15	1.00	402.00	AP003333	147.00	165.00	Clone	
ctg15	1.00	402.00	AP003330	205.00	239.00	Clone	
ctg15	1.00	402.00	AP003314	316.00	334.00	Clone	
ctg15	1.00	402.00	AP003303	259.00	285.00	Clone	
ctg15	1.00	402.00	AP003300	43.00	61.00	Clone	
ctg15	1.00	402.00	AP003278	197.00	217.00	Clone	
ctg15	1.00	402.00	AP003253	116.00	138.00	Clone	
ctg15	1.00	402.00	AP003243	65.00	97.00	Clone	
ctg15	1.00	402.00	AP003216	262.00	292.00	Clone	
ctg15	1.00	402.00	AP003048	91.00	127.00	Clone	
ctg15	1.00	402.00	AP003022	222.00	254.00	Clone	
ctg15	1.00	402.00	AP002897	357.00	395.00	Clone	
ctg15	1.00	402.00	AP002866	326.00	360.00	Clone	
ctg15	1.00	402.00	AP002844	283.00	317.00	Clone	
ctg150	1.00	176.00	E50283S	27.50		Marker	
ctg150	1.00	176.00	RZ387	95.50		Marker	
ctg150	1.00	176.00	C2523S	121.00		Marker	
ctg150	1.00	176.00	S20268	131.00		Marker	
ctg150	1.00	176.00	AP004338	52.00	78.00	Clone	
ctg150	1.00	176.00	AP004314	74.00	114.00	Clone	
ctg150	1.00	176.00	AP004301	18.00	44.00	Clone	
ctg150	1.00	176.00	AP004014	31.00	49.00	Clone	
ctg150	1.00	176.00	AP004010	118.00	144.00	Clone	
ctg150	1.00	176.00	AP003829	109.00	131.00	Clone	
ctg150	1.00	176.00	AP003824	143.00	163.00	Clone	
ctg150	1.00	176.00	AP003742	46.00	76.00	Clone	
ctg150	1.00	176.00	AL607095	114.00	146.00	Clone	
ctg150	1.00	176.00	AL607094	79.00	109.00	Clone	
ctg150	1.00	176.00	AL607093	66.00	88.00	Clone	
ctg150	1.00	176.00	AL607092	141.00	167.00	Clone	
ctg151	2.00	48.00	RM436	23.00		Marker	
ctg151	2.00	48.00	RM427	37.00		Marker	
ctg151	2.00	48.00	C1057	25.50		Marker	
ctg151	2.00	48.00	C1023	31.00		Marker	
ctg151	2.00	48.00	AP003704	26.00	48.00	Clone	
ctg151	2.00	48.00	AP003703	12.00	34.00	Clone	
ctg152	1.00	392.00	R565	99.00		Marker	
ctg152	1.00	392.00	L538T3	271.00		Marker	
ctg152	1.00	392.00	E567S	59.50		Marker	
ctg152	1.00	392.00	R2401	368.00		Marker	
ctg152	1.00	392.00	S20567S	114.00		Marker	
ctg152	1.00	392.00	RZ290	271.00		Marker	
ctg152	1.00	392.00	R2185	265.50		Marker	
ctg152	1.00	392.00	R2023	31.00		Marker	
ctg152	1.00	392.00	S12540	111.00		Marker	
ctg152	1.00	392.00	R2829	143.00		Marker	
ctg152	1.00	392.00	S11633	170.00		Marker	
ctg152	1.00	392.00	AP004670	213.00	251.00	Clone	
ctg152	1.00	392.00	AP004664	125.00	161.00	Clone	
ctg152	1.00	392.00	AP004307	257.00	285.00	Clone	
ctg152	1.00	392.00	AP004267	152.00	188.00	Clone	
ctg152	1.00	392.00	AP003955	97.00	117.00	Clone	
ctg152	1.00	392.00	AP003861	334.00	362.00	Clone	
ctg152	1.00	392.00	AP003847	94.00	134.00	Clone	
ctg152	1.00	392.00	AP003843	232.00	250.00	Clone	
ctg152	1.00	392.00	AP003842	166.00	192.00	Clone	
ctg152	1.00	392.00	AP003841	129.00	151.00	Clone	
ctg152	1.00	392.00	AP003835	327.00	347.00	Clone	
ctg152	1.00	392.00	AP003826	270.00	290.00	Clone	
ctg152	1.00	392.00	AP003800	288.00	328.00	Clone	
ctg152	1.00	392.00	AP003753	353.00	383.00	Clone	
ctg153	1.00	65.00	AP004384	30.00	64.00	Clone	
ctg153	1.00	65.00	R2401	45.00		Marker	
ctg153	1.00	65.00	RZ488	44.50		Marker	
ctg155	1.00	113.00	R1807	69.00		Marker	
ctg155	1.00	113.00	R3113	28.00		Marker	
ctg155	1.00	113.00	C61218S	83.50		Marker	
ctg155	1.00	113.00	AP004273	6.00	50.00	Clone	
ctg155	1.00	113.00	AP003943	36.00	68.00	Clone	
ctg155	1.00	113.00	AP003837	62.00	76.00	Clone	
ctg155	1.00	113.00	AP003828	13.00	45.00	Clone	
ctg155	1.00	113.00	AP003748	67.00	91.00	Clone	
ctg156	1.00	137.00	E12196S	20.50		Marker	
ctg156	1.00	137.00	E10534S	73.00		Marker	
ctg156	1.00	137.00	AP004002	43.00	61.00	Clone	
ctg156	1.00	137.00	AP003963	64.00	102.00	Clone	
ctg156	1.00	137.00	AP003931	11.00	35.00	Clone	
ctg156	1.00	137.00	AP003805	80.00	102.00	Clone	
ctg157	3.00	310.00	G2009	122.00		Marker	
ctg157	3.00	310.00	L627	122.00		Marker	
ctg157	3.00	310.00	C1023	125.00		Marker	
ctg157	3.00	310.00	R277	54.00		Marker	
ctg157	3.00	310.00	C636	195.00		Marker	
ctg157	3.00	310.00	C67	49.00		Marker	
ctg157	3.00	310.00	S3578S	90.00		Marker	
ctg157	3.00	310.00	AP004572	47.00	73.00	Clone	
ctg157	3.00	310.00	AP004382	255.00	281.00	Clone	
ctg157	3.00	310.00	AP004340	221.00	249.00	Clone	
ctg157	3.00	310.00	AP004303	162.00	194.00	Clone	
ctg157	3.00	310.00	AP004297	141.00	169.00	Clone	
ctg157	3.00	310.00	AP003939	197.00	223.00	Clone	
ctg157	3.00	310.00	AP003819	107.00	137.00	Clone	
ctg157	3.00	310.00	AP003754	282.00	310.00	Clone	
ctg157	3.00	310.00	AP003741	123.00	153.00	Clone	
ctg157	3.00	310.00	AP003740	41.00	63.00	Clone	
ctg158	2.00	154.00	R1582	34.00		Marker	
ctg158	2.00	154.00	AP004344	28.00	66.00	Clone	
ctg158	2.00	154.00	AP003945	96.00	120.00	Clone	
ctg158	2.00	154.00	AP003812	22.00	46.00	Clone	
ctg158	2.00	154.00	AP003738	8.00	34.00	Clone	
ctg159	1.00	237.00	E1160S	129.50		Marker	
ctg159	1.00	237.00	R610	160.00		Marker	
ctg159	1.00	237.00	Y1055L	160.00		Marker	
ctg159	1.00	237.00	AP004345	92.00	102.00	Clone	
ctg159	1.00	237.00	AP003836	150.00	170.00	Clone	
ctg159	1.00	237.00	AP003797	148.00	162.00	Clone	
ctg16	5.00	173.00	C1456	57.00		Marker	
ctg16	5.00	173.00	C981	89.00		Marker	
ctg16	5.00	173.00	R2374	93.00		Marker	
ctg16	5.00	173.00	G302	54.00		Marker	
ctg16	5.00	173.00	RZ154	29.00		Marker	
ctg16	5.00	173.00	RM488	57.00		Marker	
ctg16	5.00	173.00	C409	83.00		Marker	
ctg16	5.00	173.00	R1485	89.00		Marker	
ctg16	5.00	173.00	AP004317	141.00	173.00	Clone	
ctg16	5.00	173.00	AP003688	145.00	169.00	Clone	
ctg16	5.00	173.00	AP003681	126.00	142.00	Clone	
ctg16	5.00	173.00	AP003328	8.00	36.00	Clone	
ctg16	5.00	173.00	AP003220	103.00	125.00	Clone	
ctg16	5.00	173.00	AP002843	18.00	40.00	Clone	
ctg16	5.00	173.00	AP002839	76.00	102.00	Clone	
ctg16	5.00	173.00	AP002819	42.00	72.00	Clone	
ctg16	5.00	173.00	AP002744	68.00	98.00	Clone	
ctg160	1.00	173.00	Y2707R	138.00		Marker	
ctg160	1.00	173.00	C383	65.00		Marker	
ctg160	1.00	173.00	RG103	126.00		Marker	
ctg160	1.00	173.00	G1068	82.00		Marker	
ctg160	1.00	173.00	S12669S	13.50		Marker	
ctg160	1.00	173.00	Y2707L	52.00		Marker	
ctg160	1.00	173.00	S21350S	131.00		Marker	
ctg160	1.00	173.00	AP004304	114.00	148.00	Clone	
ctg160	1.00	173.00	AP004176	31.00	57.00	Clone	
ctg160	1.00	173.00	AP003756	67.00	97.00	Clone	
ctg160	1.00	173.00	AP003755	47.00	83.00	Clone	
ctg160	1.00	173.00	AP003701	117.00	137.00	Clone	
ctg161	1.00	419.00	S10038	362.50		Marker	
ctg161	1.00	419.00	R742	152.50		Marker	
ctg161	1.00	419.00	S2104	408.00		Marker	
ctg161	1.00	419.00	R1788	362.50		Marker	
ctg161	1.00	419.00	C477	130.50		Marker	
ctg161	1.00	419.00	RZ509	402.00		Marker	
ctg161	1.00	419.00	C492	291.50		Marker	
ctg161	1.00	419.00	R2185	24.50		Marker	
ctg161	1.00	419.00	C735	402.00		Marker	
ctg161	1.00	419.00	C411	198.00		Marker	
ctg161	1.00	419.00	AP004668	374.00	408.00	Clone	
ctg161	1.00	419.00	AP004395	362.00	396.00	Clone	
ctg161	1.00	419.00	AP004298	42.00	70.00	Clone	
ctg161	1.00	419.00	AP003834	212.00	244.00	Clone	
ctg161	1.00	419.00	AP003830	120.00	140.00	Clone	
ctg161	1.00	419.00	AP003802	393.00	411.00	Clone	
ctg161	1.00	419.00	AP003737	162.00	192.00	Clone	
ctg162	1.00	785.00	C11425S	521.00		Marker	
ctg162	1.00	785.00	R1440	302.50		Marker	
ctg162	1.00	785.00	RZ886	688.00		Marker	
ctg162	1.00	785.00	L1073	688.00		Marker	
ctg162	1.00	785.00	Y2769L	187.50		Marker	
ctg162	1.00	785.00	R1888	543.00		Marker	
ctg162	1.00	785.00	RM445	440.00		Marker	
ctg162	1.00	785.00	R646	324.00		Marker	
ctg162	1.00	785.00	RM533	440.00		Marker	
ctg162	1.00	785.00	C285	688.00		Marker	
ctg162	1.00	785.00	G20	433.00		Marker	
ctg162	1.00	785.00	C1226	24.50		Marker	
ctg162	1.00	785.00	RM432	749.00		Marker	
ctg162	1.00	785.00	E60261	431.00		Marker	
ctg162	1.00	785.00	S1723	474.50		Marker	
ctg162	1.00	785.00	R3089	648.00		Marker	
ctg162	1.00	785.00	R606	192.00		Marker	
ctg162	1.00	785.00	RZ471	715.50		Marker	
ctg162	1.00	785.00	S11250	689.50		Marker	
ctg162	1.00	785.00	E3307S	187.00		Marker	
ctg162	1.00	785.00	R2614	617.50		Marker	
ctg162	1.00	785.00	R430	236.50		Marker	
ctg162	1.00	785.00	AP004400	734.00	764.00	Clone	
ctg162	1.00	785.00	AP004348	501.00	541.00	Clone	
ctg162	1.00	785.00	AP004347	295.00	327.00	Clone	
ctg162	1.00	785.00	AP004315	364.00	396.00	Clone	
ctg162	1.00	785.00	AP004299	416.00	450.00	Clone	
ctg162	1.00	785.00	AP004266	633.00	663.00	Clone	
ctg162	1.00	785.00	AP004259	678.00	698.00	Clone	
ctg162	1.00	785.00	AP004215	492.00	512.00	Clone	
ctg162	1.00	785.00	AP004006	691.00	707.00	Clone	
ctg162	1.00	785.00	AP003995	724.00	744.00	Clone	
ctg162	1.00	785.00	AP003964	643.00	673.00	Clone	
ctg162	1.00	785.00	AP003956	668.00	690.00	Clone	
ctg162	1.00	785.00	AP003916	173.00	201.00	Clone	
ctg162	1.00	785.00	AP003864	656.00	676.00	Clone	
ctg162	1.00	785.00	AP003839	428.00	452.00	Clone	
ctg162	1.00	785.00	AP003808	261.00	291.00	Clone	
ctg162	1.00	785.00	AP003806	284.00	310.00	Clone	
ctg163	5.00	75.00	RM11	27.00		Marker	
ctg163	5.00	75.00	AP004335	24.00	48.00	Clone	
ctg163	5.00	75.00	AP003950	11.00	43.00	Clone	
ctg163	5.00	75.00	AP003815	46.00	62.00	Clone	
ctg163	5.00	75.00	AP003809	37.00	61.00	Clone	
ctg164	2.00	290.00	C909	155.00		Marker	
ctg164	2.00	290.00	S1205S	147.00		Marker	
ctg164	2.00	290.00	S12288	75.00		Marker	
ctg164	2.00	290.00	RZ753	73.00		Marker	
ctg164	2.00	290.00	S1979	147.00		Marker	
ctg164	2.00	290.00	C728	147.00		Marker	
ctg164	2.00	290.00	C735	163.50		Marker	
